"id","name","title","addedDate","bdr","company","source","status","link","phone","notes","email"
"2631","Cathy Cole","Regional Accountability Analyst","2025-07-14 10:21:04.922","Jess Collins","Enterprise Solutions (Manufacturing)","Website Form","New Lead",,"(344) 309-0269 x603","Lead from Manufacturing industry via Trade Show","Elody.Flatley19@gmail.com"
"2632","Rosemarie Grant","Legacy Configuration Coordinator","2025-07-14 14:19:55.706","Verity Kay","Smart Systems (Consulting)","Partner","New Lead",,"(809) 827-2031 x2552","Lead from Consulting industry via LinkedIn","Jason_Prosacco@gmail.com"
"2633","Dr. Eduardo Shields Jr.","District Division Facilitator","2025-07-25 13:29:59.455","Adel Mhiri","Data Solutions (Retail)","Website Form","New Lead",,"761-797-2841 x80858","Lead from Retail industry via Partner","Dayna_Medhurst51@hotmail.com"
"2634","Frank Leuschke","National Functionality Administrator","2025-06-23 12:14:09.61","Jess Collins","Prime Business Group (Legal)","Trade Show","New Lead",,"499.370.9573 x941","Lead from Legal industry via Webinar","Everette87@gmail.com"
"2635","Olive Jenkins","Product Tactics Analyst","2025-06-30 12:30:34.954","Mark Cawston","Elite Consulting (Retail)","Cold Call","Converted",,"855-461-9577 x833","Lead from Retail industry via Trade Show","Quinton_Rosenbaum@gmail.com"
"2636","Archie Wyman","Regional Solutions Liaison","2025-06-16 12:04:34.193","Verity Kay","Growth Partners (Retail)","Partner","New Lead",,"(324) 830-1491","Lead from Retail industry via Trade Show","Ozella.Grady61@yahoo.com"
"2637","Gregory Bashirian-Buckridge","Legacy Tactics Specialist","2025-07-29 10:01:44.487","Jamie Waite","TechCorp Solutions (Construction)","Cold Email","New Lead",,"1-669-216-0354 x0613","Lead from Construction industry via Social Media","Beatrice18@hotmail.com"
"2638","Tracey Koepp","Corporate Program Assistant","2025-06-23 08:39:06.764","Thomas Hardy","Strategic Partners (Construction)","Website Form","Converted",,"1-270-411-1819 x2042","Lead from Construction industry via Referral","Mina.Bauch@hotmail.com"
"2639","Winston Herman","Legacy Applications Liaison","2025-07-16 15:11:40.742","Mark Cawston","Data Solutions (Legal)","Website Form","New Lead",,"713-639-3787 x808","Lead from Legal industry via Partner","Kallie_Stiedemann@yahoo.com"
"2640","Damon Kilback","Customer Intranet Technician","2025-08-04 12:58:06.072","Verity Kay","NextGen Technologies (Legal)","Trade Show","New Lead",,"(261) 235-0922","Lead from Legal industry via Cold Call","Grayson92@yahoo.com"
"2641","Kara Terry","Principal Markets Consultant","2025-07-28 16:50:12.462","Jamie Waite","Advanced Analytics (Manufacturing)","Partner","Converted",,"(718) 308-2061 x1278","Lead from Manufacturing industry via Cold Email","Randal82@yahoo.com"
"2642","Annette Mraz DDS","International Accountability Director","2025-08-04 14:10:09.067","Stephen Vivian","Growth Partners (Marketing)","Webinar","Converted",,"(479) 252-0754 x477","Lead from Marketing industry via Content Marketing","Tate.Corwin@yahoo.com"
"2643","Noah Spencer","Direct Web Supervisor","2025-07-02 08:18:27.875","Gary Smith","Future Tech (Education)","Social Media","New Lead",,"300-500-2557 x09612","Lead from Education industry via Webinar","Maxwell_Goodwin63@hotmail.com"
"2644","Ian Sauer","Chief Security Associate","2025-08-05 13:36:57.132","Jess Collins","Business Dynamics (Legal)","Content Marketing","New Lead",,"(245) 685-2495 x4966","Lead from Legal industry via Trade Show","Kay_Heaney44@yahoo.com"
"2645","Luis Runte","Dynamic Quality Developer","2025-07-31 12:10:27.877","Stephen Vivian","Performance Group (Legal)","Content Marketing","New Lead",,"974.558.4464 x61052","Lead from Legal industry via Referral","Isadore22@gmail.com"
"2646","Herman Luettgen","Human Infrastructure Manager","2025-07-21 16:56:33.312","Adel Mhiri","Performance Group (Marketing)","Website Form","Converted",,"215-242-2832","Lead from Marketing industry via Cold Email","Larry.Frami65@gmail.com"
"2647","Lila Breitenberg","Forward Response Manager","2025-06-24 13:00:17.343","Thomas Hardy","Digital Innovations Ltd (Retail)","Trade Show","New Lead",,"1-470-449-8792","Lead from Retail industry via Website Form","Franz85@yahoo.com"
"2648","Wilson Smith","Lead Web Producer","2025-07-04 15:05:52.017","Gary Smith","Growth Partners (Marketing)","Content Marketing","New Lead",,"672-661-2416","Lead from Marketing industry via Webinar","Tomas62@hotmail.com"
"2649","Mr. Tommie Moore","Forward Infrastructure Facilitator","2025-07-31 16:40:57.112","Thomas Hardy","Future Tech (Marketing)","Cold Email","New Lead",,"(467) 542-2578 x13844","Lead from Marketing industry via Cold Email","Luther_Wiza@yahoo.com"
"2650","Joyce Corwin","Product Implementation Orchestrator","2025-07-14 10:02:25.193","Verity Kay","Data Solutions (Healthcare)","Website Form","New Lead",,"1-355-986-5411","Lead from Healthcare industry via Partner","Dangelo.Frami-Jacobs@hotmail.com"
"2651","Dr. Tyrone Hane","Global Intranet Orchestrator","2025-06-27 09:00:16.583","Gary Smith","Strategic Partners (Finance)","Cold Call","New Lead",,"809-472-7851 x141","Lead from Finance industry via Cold Call","Alessandro_Mosciski@gmail.com"
"2652","Tracy Halvorson","Senior Integration Agent","2025-06-27 10:18:40.663","Jennifer Davies","Advanced Analytics (Construction)","Website Form","Converted",,"(225) 806-9580 x776","Lead from Construction industry via Content Marketing","Candido.Bergnaum-Beier@yahoo.com"
"2653","Ben Marquardt","Product Data Director","2025-06-30 16:35:23.243","Gary Smith","Business Dynamics (Legal)","LinkedIn","New Lead",,"648-905-4310 x862","Lead from Legal industry via Cold Call","Garret.Franey@hotmail.com"
"2654","Tricia Beahan","Investor Assurance Supervisor","2025-07-23 09:57:20.139","Mark Cawston","Prime Business Group (Hospitality)","LinkedIn","New Lead",,"221-557-9776 x2464","Lead from Hospitality industry via Cold Email","Bridie.Reinger10@gmail.com"
"2655","Clyde Kihn","Senior Branding Designer","2025-07-29 08:01:25.45","Jennifer Davies","Future Tech (Marketing)","Website Form","New Lead",,"837.459.2924 x75270","Lead from Marketing industry via Social Media","Name16@yahoo.com"
"2656","Arlene Lueilwitz","Dynamic Infrastructure Technician","2025-07-15 09:15:51.163","Stephen Vivian","Innovation Hub (Real Estate)","Cold Call","New Lead",,"254.779.6820 x6440","Lead from Real Estate industry via Website Form","Filiberto_OReilly@hotmail.com"
"2657","Sue Berge","Internal Response Director","2025-07-23 10:35:36.999","Verity Kay","Prime Business Group (Hospitality)","Content Marketing","Converted",,"347.458.3396 x33457","Lead from Hospitality industry via Content Marketing","Mona_Gutmann@gmail.com"
"2658","Clint Haley","Customer Assurance Designer","2025-08-04 10:59:30.248","Verity Kay","Performance Group (Consulting)","Cold Call","New Lead",,"502-704-0741 x470","Lead from Consulting industry via Cold Email","Jess_Ledner-Kerluke11@hotmail.com"
"2659","Tony DuBuque V","Legacy Metrics Orchestrator","2025-06-24 10:55:20.414","Mark Cawston","Elite Consulting (Hospitality)","Content Marketing","New Lead",,"391-982-7470 x078","Lead from Hospitality industry via Cold Email","Edgardo15@gmail.com"
"2660","Billie Kuhlman","Dynamic Directives Officer","2025-07-16 12:08:20.276","Jess Collins","Prime Business Group (Construction)","Partner","New Lead",,"(759) 700-5627 x623","Lead from Construction industry via Social Media","Jewel_Lang@gmail.com"
"2661","Jeffery Christiansen","Chief Program Officer","2025-07-18 15:53:05.054","Mark Cawston","Strategic Partners (Technology)","LinkedIn","New Lead",,"(456) 281-1467 x02470","Lead from Technology industry via Website Form","Nella.Gibson@yahoo.com"
"2662","Deborah Pagac","Direct Intranet Engineer","2025-07-02 16:14:46.17","Thomas Corcoran","Business Dynamics (Hospitality)","Social Media","Converted",,"1-918-380-8494 x16255","Lead from Hospitality industry via Social Media","Madyson.Boyer@yahoo.com"
"2663","Johnny Harber DDS","Regional Identity Orchestrator","2025-08-01 14:17:15.529","Jennifer Davies","TechCorp Solutions (Legal)","Cold Email","New Lead",,"930-411-0857","Lead from Legal industry via Content Marketing","Cristina.Klocko64@hotmail.com"
"2664","Heather Stanton","Future Solutions Specialist","2025-07-14 12:52:55.054","Dan Reeves","Digital Innovations Ltd (Hospitality)","Cold Call","New Lead",,"672-889-2871 x88033","Lead from Hospitality industry via Cold Call","Mozelle74@gmail.com"
"2665","Candace Haley","Direct Creative Analyst","2025-07-07 15:12:24.404","Jess Collins","Strategic Partners (Hospitality)","Trade Show","New Lead",,"320.978.9126","Lead from Hospitality industry via Partner","Greg_Kuvalis51@hotmail.com"
"2666","Victor Lindgren","Forward Factors Orchestrator","2025-07-03 16:43:03.39","Jennifer Davies","Data Solutions (Technology)","Content Marketing","New Lead",,"467-567-8944 x97000","Lead from Technology industry via Cold Email","Claire_Aufderhar@hotmail.com"
"2667","Agnes Abbott","Chief Accounts Developer","2025-06-16 14:40:04.461","Verity Kay","Business Dynamics (Consulting)","Referral","New Lead",,"834-237-7992 x5909","Lead from Consulting industry via Referral","Velma70@gmail.com"
"2668","Maryann Collier DVM","Senior Communications Consultant","2025-07-10 09:53:01.6","Thomas Corcoran","Innovation Hub (Retail)","Partner","New Lead",,"1-274-227-0324 x005","Lead from Retail industry via Webinar","Keyon44@hotmail.com"
"2669","Cynthia Romaguera","Human Solutions Producer","2025-07-21 15:33:00.061","Verity Kay","Strategic Partners (Healthcare)","LinkedIn","New Lead",,"846.206.9758 x97841","Lead from Healthcare industry via Cold Call","Adrienne32@gmail.com"
"2670","Rogelio Gibson","Lead Web Manager","2025-07-21 13:42:16.187","Adel Mhiri","Business Dynamics (Technology)","Referral","Converted",,"606.764.9870","Lead from Technology industry via Cold Email","Jaylan2@gmail.com"
"2671","Dr. Ken Pollich","Human Security Assistant","2025-06-16 08:48:29.579","Gary Smith","Global Systems Inc (Technology)","Referral","New Lead",,"1-400-482-3430 x0391","Lead from Technology industry via Cold Email","Eleonore.Emard@gmail.com"
"2672","Kendra Rempel","Future Factors Engineer","2025-07-24 08:53:04.468","Adel Mhiri","Business Dynamics (Legal)","Referral","New Lead",,"(397) 295-9401 x36787","Lead from Legal industry via Content Marketing","Imogene_Hartmann14@gmail.com"
"2673","Nathaniel Ratke","Investor Operations Representative","2025-06-16 09:51:45.325","Jess Collins","Future Tech (Marketing)","LinkedIn","New Lead",,"275-243-3186","Lead from Marketing industry via Website Form","Ken_Moore@yahoo.com"
"2674","Lance Heidenreich","Corporate Mobility Orchestrator","2025-07-30 16:00:57.339","Naeem Patel","Performance Group (Technology)","Cold Call","New Lead",,"(957) 689-4689 x071","Lead from Technology industry via LinkedIn","Isabelle77@hotmail.com"
"2675","Mr. Steve Gutmann Jr.","Regional Research Architect","2025-07-01 09:09:22.532","Jennifer Davies","Performance Group (Marketing)","Partner","Converted",,"1-581-696-6334 x0031","Lead from Marketing industry via Trade Show","Gussie.Stiedemann8@hotmail.com"
"2676","Lloyd Glover","Product Tactics Facilitator","2025-06-25 13:16:18.571","Jess Collins","Prime Business Group (Legal)","LinkedIn","New Lead",,"339.426.2654 x939","Lead from Legal industry via LinkedIn","Ethel.Kautzer32@hotmail.com"
"2677","Janis Parker","Chief Web Specialist","2025-06-06 08:52:06.631","Stephen Vivian","Business Dynamics (Manufacturing)","Trade Show","New Lead",,"833.368.2780 x852","Lead from Manufacturing industry via Cold Call","Tiara_Quitzon-Mayert53@gmail.com"
"2678","Mrs. Diana King","Regional Accounts Officer","2025-06-17 15:50:02.477","Mark Cawston","Growth Partners (Legal)","Content Marketing","New Lead",,"1-236-301-4880 x35294","Lead from Legal industry via Webinar","Joan19@hotmail.com"
"2679","Dr. Orville Hilpert","Forward Brand Assistant","2025-06-09 08:30:44.202","Stephen Vivian","NextGen Technologies (Education)","LinkedIn","Converted",,"724-268-7249 x661","Lead from Education industry via Webinar","Dixie.Paucek@yahoo.com"
"2680","Connie Sipes","Future Configuration Analyst","2025-07-29 13:08:25.722","Jennifer Davies","Strategic Partners (Consulting)","Cold Call","Converted",,"(754) 955-8828","Lead from Consulting industry via Partner","Jeremy.Murray@gmail.com"
"2681","Ismael Fritsch II","Investor Directives Architect","2025-07-18 12:17:26.929","Mark Cawston","Global Systems Inc (Education)","Trade Show","New Lead",,"684.472.9935 x442","Lead from Education industry via Webinar","Pearl_Schroeder21@hotmail.com"
"2682","Cora Weissnat-Feest","Senior Accountability Consultant","2025-07-28 10:14:01.71","Jess Collins","Performance Group (Healthcare)","Referral","New Lead",,"1-879-561-5378","Lead from Healthcare industry via Partner","Anabel26@yahoo.com"
"2683","Agnes Hahn","Direct Accountability Administrator","2025-07-07 09:27:56.008","Verity Kay","Global Systems Inc (Construction)","Cold Email","New Lead",,"653-803-7834 x717","Lead from Construction industry via Partner","Alvina.Dare49@hotmail.com"
"2684","Gilbert Romaguera","Chief Communications Technician","2025-07-28 15:08:49.324","Dan Reeves","Data Solutions (Hospitality)","Cold Call","Converted",,"(835) 919-2479 x48489","Lead from Hospitality industry via Referral","Vella.Parisian58@hotmail.com"
"2685","Teri Beahan","Senior Division Specialist","2025-07-23 10:48:38.926","Gary Smith","NextGen Technologies (Consulting)","Webinar","New Lead",,"1-541-358-5993 x45980","Lead from Consulting industry via Referral","Fern_Conroy38@gmail.com"
"2686","Mr. Roland Ruecker","Lead Interactions Engineer","2025-06-16 14:22:56.497","Naeem Patel","Future Tech (Construction)","Cold Email","New Lead",,"1-391-587-6838 x2860","Lead from Construction industry via Content Marketing","Domenico_Stehr26@yahoo.com"
"2687","Mamie Kuhn","Product Integration Technician","2025-06-27 11:55:36.323","Stephen Vivian","Elite Consulting (Manufacturing)","LinkedIn","New Lead",,"1-329-401-9278 x0186","Lead from Manufacturing industry via Partner","Manuel.Fritsch@hotmail.com"
"2688","Beth McCullough","Future Factors Executive","2025-08-05 08:43:23.827","Jennifer Davies","Advanced Analytics (Real Estate)","Partner","New Lead",,"431-856-9136 x56552","Lead from Real Estate industry via Partner","Emily.Pfannerstill91@gmail.com"
"2689","Lorene Jacobs","Customer Functionality Strategist","2025-07-16 10:56:49.309","Jamie Waite","Innovation Hub (Legal)","Referral","New Lead",,"276-352-9872 x4680","Lead from Legal industry via LinkedIn","Shannon.Howell@hotmail.com"
"2690","Jo Bosco","International Applications Engineer","2025-07-31 15:01:22.766","Jamie Waite","Business Dynamics (Finance)","Cold Call","New Lead",,"(270) 363-0366 x446","Lead from Finance industry via Webinar","Vaughn.Hoeger20@gmail.com"
"2691","Roland Vandervort","Dynamic Metrics Planner","2025-06-16 13:10:26.859","Thomas Hardy","Future Tech (Technology)","Cold Call","New Lead",,"716.901.1057 x068","Lead from Technology industry via Website Form","Ethelyn32@yahoo.com"
"2692","Wanda Mohr","Chief Interactions Associate","2025-07-17 08:03:47.253","Verity Kay","Innovation Hub (Education)","Referral","Converted",,"875-628-0479 x656","Lead from Education industry via Referral","Stan.McLaughlin45@yahoo.com"
"2693","Dana Koss","Customer Directives Consultant","2025-07-31 13:42:03.399","Gary Smith","Prime Business Group (Finance)","Social Media","Converted",,"1-801-968-1980","Lead from Finance industry via Referral","Linnie_Monahan@gmail.com"
"2694","Marian Stroman","Forward Division Coordinator","2025-06-30 10:46:54.745","Dan Reeves","Smart Systems (Technology)","Content Marketing","New Lead",,"1-286-339-9020 x23521","Lead from Technology industry via Referral","Eliza3@yahoo.com"
"2695","Mr. Ed Tremblay","Corporate Marketing Facilitator","2025-06-23 11:16:11.859","Jamie Waite","Performance Group (Retail)","Webinar","New Lead",,"916-707-9535 x308","Lead from Retail industry via LinkedIn","Laverna.Kulas@hotmail.com"
"2696","Lucas Kuhic","Chief Infrastructure Manager","2025-07-22 14:28:10.655","Jennifer Davies","TechCorp Solutions (Retail)","Partner","New Lead",,"(683) 642-4736 x96867","Lead from Retail industry via Cold Call","Alaina_Hahn@gmail.com"
